date,norm_mvrv_z,norm_puell,norm_price_200w_ratio,norm_stable_30d,norm_dom_proxy_30d_roc,btc_score,btc_score_lagged,regime,action
2020-05-06,52.313184316778816,32.81680621385179,53.75980844092435,16.861420644474347,52.93804652725308,42.47313628607792,40.541103272749496,NEUTRAL,HOLD
2020-05-07,58.47119715321815,35.12310648076139,61.011188393237816,17.23954540351954,54.697781180558394,46.58008337338713,39.18766713722031,NEUTRAL,HOLD
2020-05-08,57.00701581260253,31.75798513544966,59.7525917934007,17.680186036549042,53.72684076580227,45.0168313683859,40.767564955334706,NEUTRAL,HOLD
2020-05-09,54.36291821342123,29.86120637347146,57.44693943193461,17.900277764281547,55.41602213511966,43.490208821935354,41.613291336370935,NEUTRAL,HOLD
2020-05-10,46.37429070487552,34.91396302411388,50.158603936889,17.909647029189532,55.15703942704306,40.87464975195166,42.30693306527054,NEUTRAL,HOLD
2020-05-11,45.30375341225283,27.97505022763253,48.82549417741557,18.056172288130902,55.17360230391326,38.575773489678056,41.54159695016336,NEUTRAL,HOLD
2020-05-12,47.40474966358881,9.734373341011135,50.451629906509545,18.164660225792968,54.682426698529284,34.938285919353206,42.234834495741936,NEUTRAL,HOLD
2020-05-13,51.972925033307725,7.1072670710370085,54.846686503025246,18.46296521592845,55.806692834673534,36.68814564421324,42.47313628607792,NEUTRAL,HOLD
2020-05-14,56.26968230871243,8.357075451203288,59.40033154628356,17.978918896031523,53.15397352977983,38.86247505205397,46.58008337338713,NEUTRAL,HOLD
2020-05-15,51.81564735608336,9.310680641100824,55.0304018900089,17.864685598299666,54.99117346842372,37.05726493168932,45.0168313683859,NEUTRAL,HOLD
2020-05-16,52.42016216561449,8.387729240946468,55.59632769157052,17.76061991255395,52.83782103158202,36.890121588276365,43.490208821935354,NEUTRAL,HOLD
2020-05-17,55.0288993097816,5.260109931168578,58.164777404138036,17.646186506279403,55.64957125263235,37.668537857759375,40.87464975195166,NEUTRAL,HOLD
2020-05-18,55.25906159782195,10.842638432867222,58.51229335536927,17.635092746611637,53.00103327378044,38.93620399800704,38.575773489678056,NEUTRAL,HOLD
2020-05-19,55.37339818190592,9.466279280538926,58.944925346128564,17.56632349054511,54.05449326213693,38.80797219372768,34.938285919353206,BEAR,EXIT
2020-05-20,53.127576771343385,9.205347599686972,56.83757065957828,17.34893883427826,55.39572889655222,37.749037778037376,36.68814564421324,NEUTRAL,HOLD
2020-05-21,49.01267726006227,10.651774868494316,52.66349372509339,17.027742629743262,55.11999087325798,35.96560612194823,38.86247505205397,NEUTRAL,HOLD
2020-05-22,49.86951439720299,7.016314450530067,53.28404563939835,16.662542207854187,54.98925910528951,35.37004930138016,37.05726493168932,NEUTRAL,HOLD
2020-05-23,50.043392369625394,7.114342441836125,53.6082296242467,16.545077358745132,56.77077738252371,35.67208858826013,36.890121588276365,NEUTRAL,HOLD
2020-05-24,46.54573940448769,5.024386242259282,49.69121943984332,16.54801935605563,57.84566617511219,33.42483179079935,37.668537857759375,NEUTRAL,HOLD
2020-05-25,47.55177860846096,7.049980762998041,51.02735205959915,16.555471675591733,55.80567135057219,34.29738707160361,38.93620399800704,NEUTRAL,HOLD
2020-05-26,46.86692082532263,6.586224615134189,50.616104695028675,16.481272123578787,55.43619502089442,33.84566366101233,38.80797219372768,NEUTRAL,HOLD
2020-05-27,49.92111454653033,9.324069654321141,53.577212113148796,15.98563377332952,56.33741586425954,36.05438085259453,37.749037778037376,NEUTRAL,HOLD
2020-05-28,53.57635684335911,9.448114008003053,56.86073369044641,15.886252049874733,56.63212227344469,37.853232327923465,35.96560612194823,NEUTRAL,HOLD
2020-05-29,52.259292819707106,8.74830113474972,55.7802902487788,15.308682647036717,60.22654420015952,37.339877996426786,35.37004930138016,NEUTRAL,HOLD
2020-05-30,54.62384099925687,13.125276974278894,57.84820844368822,15.52551780242254,66.57067395067625,40.22400829751544,35.67208858826013,NEUTRAL,HOLD
2020-05-31,52.205555062289065,11.554803982196159,56.085208264277995,15.555967699747727,64.38983213581335,38.53978753563486,33.42483179079935,BEAR,EXIT
2020-06-01,59.00750474171661,11.25585929549683,62.27871643807872,15.681200607948123,64.99401745515625,41.82354137071278,34.29738707160361,BEAR,EXIT
2020-06-02,52.635009848115,9.429386929856209,56.45799165813433,15.762288926475817,67.02598421358374,38.506389778855166,33.84566366101233,BEAR,EXIT
2020-06-03,53.77290745489608,10.910579047061434,57.586244499209116,15.656586857477754,69.06325677458774,39.63157960415644,36.05438085259453,NEUTRAL,HOLD
2020-06-04,55.260355862164054,12.640240088633266,58.720985979180796,15.451546613483538,69.43605907783794,40.74370187645002,37.853232327923465,NEUTRAL,HOLD
2020-06-05,53.64095171463433,16.468441442238614,57.459898593749884,15.198412081683236,70.95648142116048,41.076785548068464,37.339877996426786,NEUTRAL,HOLD
2020-06-06,53.84860912167429,18.60650873786739,57.663682400632176,14.856689169174441,73.4072602084889,41.908175797320624,40.22400829751544,NEUTRAL,HOLD
2020-06-07,54.54303634494402,12.945374553434291,58.30838707733837,14.448159704700261,73.13599564788072,40.74175547780256,38.53978753563486,NEUTRAL,HOLD
2020-06-08,54.57762022030372,13.911268795457596,58.586125894341556,14.257490870566425,72.47606836303913,40.954558910712706,41.82354137071278,NEUTRAL,HOLD
2020-06-09,54.601809220023256,13.4452776622545,58.50545167642177,14.30027219076972,73.26315335163989,40.914308680634406,38.506389778855166,NEUTRAL,HOLD
2020-06-10,55.540756811628235,14.46954233508043,59.43245496079355,14.191013632181674,72.93004697702428,41.58776036194697,39.63157960415644,NEUTRAL,HOLD
2020-06-11,49.91368314594001,16.137577098109617,54.55042603496489,14.023526387479142,72.31876790241687,39.25399017366594,40.74370187645002,NEUTRAL,HOLD
2020-06-12,51.54084499634436,13.043103013170072,55.79879114962423,13.569950505036315,73.28072479842562,39.246352537718685,41.076785548068464,NEUTRAL,HOLD
2020-06-13,51.56657681250516,12.10547397990651,55.77574411835147,13.562596589821386,75.4151559030005,39.22739544117173,41.908175797320624,NEUTRAL,HOLD
2020-06-14,50.449160746236565,13.508058085316621,54.662018646434355,13.501323897747799,74.18221078909517,38.88758613805868,40.74175547780256,NEUTRAL,HOLD
2020-06-15,51.32396036085589,9.332238533132895,55.39892285674829,13.526639011587957,72.16898765424315,38.05592693005216,40.954558910712706,NEUTRAL,HOLD
2020-06-16,52.002925934547704,11.831953677182206,56.200217245351816,13.531940408526438,72.67188171384812,39.095888881394,40.914308680634406,NEUTRAL,HOLD
2020-06-17,51.320910524457844,9.808302651975835,55.63362574660529,13.626145499124002,70.885946412644,38.10759043578537,41.58776036194697,NEUTRAL,HOLD
2020-06-18,50.552283323237134,7.3269299332006765,55.0502187770738,13.761445882118913,71.33011482370692,37.2046896003746,39.25399017366594,NEUTRAL,HOLD
2020-06-19,49.589271505489826,10.359672883063254,54.26149645832017,13.922174140798049,70.84224160025896,37.491549245222394,39.246352537718685,NEUTRAL,HOLD
2020-06-20,50.22593198953825,9.103618817058761,54.66039584303732,14.022116916705981,70.45158468177016,37.42423947541655,39.22739544117173,NEUTRAL,HOLD
2020-06-21,49.52829505755091,10.24896553694019,54.09409033175876,14.149171386573075,68.83553467413905,37.24547714325194,38.88758613805868,NEUTRAL,HOLD
2020-06-22,53.1529242413022,11.057013359210854,57.42795770105107,14.076054617513597,70.70054488536758,39.377184833567384,38.05592693005216,NEUTRAL,HOLD
2020-06-23,52.42181588614968,13.607075164398582,56.92701611119065,14.017181934433118,69.81403830834849,39.597697900182496,39.095888881394,NEUTRAL,HOLD
2020-06-24,49.49686100413416,9.762273290711324,53.936475517780856,14.009361904785417,70.16369231464084,37.194695244656145,38.10759043578537,NEUTRAL,HOLD
2020-06-25,49.08169006001256,10.022555572042695,53.658249449435246,14.042223684229494,70.22519964111618,37.09064931764753,37.2046896003746,NEUTRAL,HOLD
2020-06-26,48.0437325535189,13.194622361409596,52.82745765910566,13.946203630153647,70.25723643975513,37.39492107672776,37.491549245222394,NEUTRAL,HOLD
2020-06-27,46.58653038424226,8.69842363605253,51.46615414271891,13.921368760168631,67.94472269969393,35.32647343682429,37.42423947541655,NEUTRAL,HOLD
2020-06-28,47.56040461984978,10.80626996634305,52.560242771968355,13.880684450419741,66.85382851547018,36.249222951044345,37.24547714325194,NEUTRAL,HOLD
2020-06-29,48.24139297198429,10.545122071402274,52.941691633366936,13.84327901155999,62.84554777904537,36.058083365757774,39.377184833567384,NEUTRAL,HOLD
2020-06-30,47.824921804987916,11.044895048385204,52.61212648218672,13.87726641990932,64.27191460864827,36.13990702388125,39.597697900182496,NEUTRAL,HOLD
2020-07-01,48.70275839230868,14.12637578352413,53.30740545531578,13.834735314568025,65.2148117010567,37.40059402192767,37.194695244656145,NEUTRAL,HOLD
2020-07-02,47.338004592526,13.951459413328958,52.089652176240776,13.832933896516728,63.56259856896098,36.5383966077118,37.09064931764753,NEUTRAL,HOLD
2020-07-03,47.07077255228923,13.745830130511768,51.87167790138876,13.939383037188621,62.24106088478184,36.24703842264894,37.39492107672776,NEUTRAL,HOLD
2020-07-04,47.61030368733562,12.535758104925499,52.39684339905891,13.903804283148316,63.98932367493268,36.38090232220936,35.32647343682429,NEUTRAL,HOLD
2020-07-05,47.16975644372543,13.242985593715414,51.98009232108179,13.886992139678181,64.00934399040129,36.341675015754696,36.249222951044345,NEUTRAL,HOLD
2020-07-06,49.53688770855375,12.89703993285414,54.20542224010059,13.928595459072849,65.83354827388405,37.59905489004911,36.058083365757774,NEUTRAL,HOLD
2020-07-07,48.709032476151265,13.943105231416972,53.40608239034448,13.930808260882493,65.67912148415891,37.43723591631678,36.13990702388125,NEUTRAL,HOLD
2020-07-08,50.27616368749926,13.094084283254096,54.956669869378594,14.051996163027185,66.0607356277961,38.06157713817271,37.40059402192767,NEUTRAL,HOLD
2020-07-09,48.363292078702855,14.8585205856619,53.21040781810509,13.978528002951988,66.79542146393453,37.6420206804836,36.5383966077118,NEUTRAL,HOLD
2020-07-10,48.84295921093603,14.39657433010679,53.60710920502954,13.944801572472057,66.17467683634288,37.68264110631851,36.24703842264894,NEUTRAL,HOLD
2020-07-11,48.383631978145125,13.134646762874311,53.16198554635171,13.907731093588618,66.80527360443817,37.19783541791457,36.38090232220936,NEUTRAL,HOLD
2020-07-12,48.850420584323764,12.513211743971587,53.69879007962645,13.91467539935857,65.8404121395534,37.194429651074444,36.341675015754696,NEUTRAL,HOLD
2020-07-13,48.34967435144995,12.024649657361513,53.182504812857744,13.855529741264071,65.6779208296048,36.793687226497,37.59905489004911,NEUTRAL,HOLD
2020-07-14,48.52210144291299,12.178594795405866,53.220078856760644,13.912640797975184,66.78160218515066,37.01035124128884,37.43723591631678,NEUTRAL,HOLD
2020-07-15,47.89246903188018,11.187492236446642,52.81906458181411,13.863377259500234,67.4604885295559,36.55398212691916,38.06157713817271,NEUTRAL,HOLD
2020-07-16,47.28717014985586,11.084567416811254,52.215265072989034,13.740531447628564,65.9032264377259,36.05174827467425,37.6420206804836,NEUTRAL,HOLD
2020-07-17,47.5052576430325,8.27832979475464,52.372654698454326,13.67888896348514,65.45162178448237,35.39268620426028,37.68264110631851,NEUTRAL,HOLD
2020-07-18,47.675065397433016,10.235002229580259,52.46256991718919,13.699055662526712,66.38268180410692,36.04691068985251,37.19783541791457,NEUTRAL,HOLD
2020-07-19,48.04872120012121,9.76754715861504,52.7459595795075,13.631071420463348,67.13780718955448,36.16413649761657,37.194429651074444,NEUTRAL,HOLD
2020-07-20,47.559700512962586,12.168984183992569,52.383237969481776,13.512827971149278,67.1850712135722,36.53223511081289,36.793687226497,NEUTRAL,HOLD
2020-07-21,49.58331790017444,10.807857534787344,54.30522697576238,13.688656459121805,68.0036126405671,37.29166488182663,37.01035124128884,NEUTRAL,HOLD
2020-07-22,50.838842875528,15.457545538694728,55.42408075561769,13.784351453571041,70.7612009690273,39.344628213394,36.55398212691916,NEUTRAL,HOLD
2020-07-23,51.49360378210219,14.142981640113328,56.06439819821806,14.073364130458849,72.71417214202378,39.5791280180738,36.05174827467425,NEUTRAL,HOLD
2020-07-24,50.88121210639881,17.9652696323293,55.570739207022314,14.219551115813719,74.21139762735196,40.42390131151368,35.39268620426028,NEUTRAL,HOLD
2020-07-25,52.265041732659576,14.29406632816346,56.914000155404224,14.30992284705957,80.48968201718449,40.83128576169697,36.04691068985251,NEUTRAL,HOLD
2020-07-26,54.347398814328464,17.447571946698407,58.937529616574125,14.542633993231865,80.16874190698768,42.65188784397151,36.16413649761657,NEUTRAL,HOLD
2020-07-27,64.24554361921658,20.277984635003897,67.97579260126686,14.655740439144942,76.32448503263251,47.76912733390431,36.53223511081289,NEUTRAL,HOLD
2020-07-28,62.97668896343529,21.44643821499575,67.43165026185525,14.886592139921131,75.58224951742318,47.532160067881065,37.29166488182663,NEUTRAL,HOLD
2020-07-29,64.34100282628737,22.253942645494956,69.03835140960629,15.139530229393564,73.68202701101686,48.31258902669193,39.344628213394,NEUTRAL,HOLD
2020-07-30,64.3103496219066,19.981900582132884,69.19158071340578,15.269200112843565,78.39970940115731,48.25724713182862,39.5791280180738,NEUTRAL,HOLD
2020-07-31,65.94874427287132,24.01043651598589,70.97264283981659,15.385947263205987,78.61898538946583,50.15155160724867,40.42390131151368,NEUTRAL,HOLD
2020-08-01,69.95922021229252,20.802308064449733,75.1679156938507,15.578019399362264,84.66735530827229,52.0253646593019,40.83128576169697,NEUTRAL,HOLD
2020-08-02,63.409671608859796,18.879436309346442,68.60840034548073,15.52887385314506,86.46064856829979,48.439836563892435,42.65188784397151,NEUTRAL,HOLD
2020-08-03,64.35600619345864,24.41723085635675,69.99899642029966,15.604786222699115,88.12164366091514,50.56379115568309,47.76912733390431,NEUTRAL,HOLD
2020-08-04,63.929501629914895,20.292573070415205,69.52563039804302,15.67376005511642,89.42774739257756,49.450958583712094,47.532160067881065,NEUTRAL,HOLD
2020-08-05,68.32524888396841,19.403036187429326,74.15820592732054,15.797544931835455,85.48524589420829,51.09813122670811,48.31258902669193,NEUTRAL,HOLD
2020-08-06,68.30510666220427,27.403654386502925,74.5282418030628,16.03835617368285,84.04004580456011,53.05785196240801,48.25724713182862,NEUTRAL,HOLD
2020-08-07,66.41801036178713,23.984672814036607,72.76236703669228,16.093551791129013,81.26581405848349,51.01465889390144,50.15155160724867,NEUTRAL,HOLD
2020-08-08,67.46780189110818,20.467326976526177,74.16741806926835,16.27932458463562,82.48518244194369,50.881072857207386,52.0253646593019,NEUTRAL,HOLD
2020-08-09,66.740219459478,22.796992026406272,73.62355166012716,16.325392395974042,83.19541330445062,51.214374366311574,48.439836563892435,NEUTRAL,HOLD
2020-08-10,68.26443444785045,21.76057621742694,75.13335528327764,16.532518790341676,83.25271833261237,51.75129509717989,50.56379115568309,NEUTRAL,HOLD
2020-08-11,63.79458119635289,24.60560608228195,71.0476043342953,16.585904270977824,83.2280628395598,50.30998867093807,49.450958583712094,NEUTRAL,HOLD
2020-08-12,65.29253014602092,24.996830457371956,72.5709638562417,16.86793477268014,83.56089634731276,51.2374392800309,51.09813122670811,NEUTRAL,HOLD
2020-08-13,66.87016437228746,23.099669864266513,74.57670170892042,16.99969581985556,90.10587243564308,52.3118487360796,53.05785196240801,NEUTRAL,HOLD
2020-08-14,66.69262024384398,27.270305359899943,74.17655763839286,17.492965085688038,92.77935300169918,53.562554003829874,51.01465889390144,NEUTRAL,HOLD
2020-08-15,67.38903884069872,23.856954300537232,74.87974799124402,17.721653746514917,91.71323986746557,52.98647187431652,50.881072857207386,NEUTRAL,HOLD
2020-08-16,67.56162083390882,22.8793982189068,75.14277577610409,17.790821681736496,92.18304933636448,52.903819146017085,51.214374366311574,NEUTRAL,HOLD
2020-08-17,70.83707952462638,18.685295120080607,78.29246139173554,17.926162183115064,87.96462346563577,53.066326589786016,51.75129509717989,NEUTRAL,HOLD
2020-08-18,67.83956415810741,23.93520976250441,75.43822058146037,18.09296319044073,87.90797054993368,52.928057337909884,50.30998867093807,NEUTRAL,HOLD
2020-08-19,65.48361799635238,22.538288050896828,73.51198873553628,18.28798855175635,86.8033165369714,51.405585095197765,51.2374392800309,NEUTRAL,HOLD
2020-08-20,66.49945923133849,24.12268237790426,74.56921306766844,18.294548536585587,87.051035451696,52.34363680306874,52.3118487360796,NEUTRAL,HOLD
2020-08-21,63.36359611465644,25.198957198642454,71.52147583474968,18.250232010775658,78.62091935614282,50.21274003823811,53.562554003829874,NEUTRAL,HOLD
2020-08-22,64.68541832645495,20.196237955360974,72.8639512871709,18.007990159387223,77.17969064425809,49.446642832544796,52.98647187431652,NEUTRAL,HOLD
2020-08-23,64.47580734078923,23.530242316103244,72.56710247843556,17.973642210062906,74.69818715058105,49.90458832351723,52.903819146017085,NEUTRAL,HOLD
2020-08-24,65.27183241590129,22.855251006012185,73.47208133693034,17.734498892797493,71.72032424070247,49.82198600164937,53.066326589786016,NEUTRAL,HOLD
2020-08-25,61.56791220808112,17.621537162382346,69.9041814630154,12.824090559752449,69.77260031573698,45.75746786115957,52.928057337909884,NEUTRAL,HOLD
2020-08-26,62.48266467171234,21.59524548559478,70.84256481698152,12.839955731275863,74.87702561949814,47.7258196579499,51.405585095197765,NEUTRAL,HOLD
2020-08-27,61.04095227647208,18.89764698399017,69.37869209878106,9.845329412115115,75.84661223663069,45.97389648417572,52.34363680306874,NEUTRAL,HOLD
2020-08-28,62.781060518112874,26.217567900918322,71.21601104727246,9.992814861833438,78.3676797004059,48.96760253943354,50.21274003823811,NEUTRAL,HOLD
2020-08-29,62.41996509848051,21.195661884765663,70.84457199462587,9.919856415220439,75.3936977172437,47.22116763366817,49.446642832544796,NEUTRAL,HOLD
2020-08-30,64.14257157163281,17.66517462157439,72.68412628870767,9.633723222766037,78.8831294196507,47.52926181000495,49.90458832351723,NEUTRAL,HOLD
2020-08-31,63.80520028576164,23.64706289715927,72.38710004637119,9.417408115659937,75.00330788709937,48.443687825351475,49.82198600164937,NEUTRAL,HOLD
2020-09-01,66.11527004973406,26.519170327596857,74.25070450022893,9.731874513824264,80.61881835192872,50.83617750913172,45.75746786115957,NEUTRAL,HOLD
2020-09-02,61.18746280543219,22.92712900949413,70.10408564874068,9.793399960096114,73.88202815802478,46.96605103356822,47.7258196579499,NEUTRAL,HOLD
2020-09-03,51.20851176142573,16.50237413356592,59.585693172089535,10.109749929997822,70.17891569449965,39.93963975518675,45.97389648417572,NEUTRAL,HOLD
2020-09-04,53.029726329097485,19.25766570176005,62.02090996872273,10.257786525809044,70.42461873532372,41.708646170317536,48.96760253943354,NEUTRAL,HOLD
2020-09-05,50.057994411287666,18.452724647879823,59.3607237744927,10.010105333354323,61.27576574854564,39.131816615112506,47.22116763366817,NEUTRAL,HOLD
2020-09-06,51.15011886002962,18.985362327850744,60.03945454633091,9.828833514702175,67.3309186628866,40.30668404273174,47.52926181000495,NEUTRAL,HOLD
2020-09-07,52.16354646436449,25.129963512935916,60.86426201201232,9.805356020477127,63.82293181500515,41.95750380451787,48.443687825351475,NEUTRAL,HOLD
2020-09-08,49.90940167271376,20.074020881910325,58.82742451577244,9.87214890457274,60.114419660837406,39.249074927215844,50.83617750913172,NEUTRAL,HOLD
2020-09-09,50.92368092204937,19.483203701519237,59.702678100001435,9.915963965095628,63.619029885675566,39.93773840532681,46.96605103356822,NEUTRAL,HOLD
2020-09-10,51.888202938246955,22.379522185665987,60.63502754363517,10.204592107744453,61.632166416275545,40.98225239440684,39.93963975518675,NEUTRAL,HOLD
2020-09-11,52.34711702023821,18.091647285681788,60.915604867522,10.211293107596287,60.053426537724455,39.9472045209082,41.708646170317536,NEUTRAL,HOLD
2020-09-12,52.78303590574962,23.57667667763834,61.41037980626237,10.184053580864195,53.70671871147591,40.90943581066417,39.131816615112506,NEUTRAL,HOLD
2020-09-13,51.76347859427801,21.37514172730217,60.435794089867414,9.748217531467127,44.6424088777304,38.88646134557553,40.30668404273174,NEUTRAL,HOLD
2020-09-14,54.712355478510176,26.276255317903306,63.24876434284127,9.987682207388705,47.02669383195064,41.83334505590051,41.95750380451787,NEUTRAL,HOLD
2020-09-15,55.66056306767345,22.68517668290227,64.29742580891529,10.246553251403121,41.72638818002311,40.93857005852344,39.249074927215844,NEUTRAL,HOLD
2020-09-16,57.1901937825392,23.08566492241859,65.67009444760801,10.087984269750704,41.83748654133896,41.75943954948451,39.93773840532681,NEUTRAL,HOLD
2020-09-17,56.835820569858456,27.77910955132764,65.51183738298695,9.995485259520931,44.23911286918791,43.02112511123377,40.98225239440684,NEUTRAL,HOLD
2020-09-18,56.60593729028193,24.976631286831193,65.38303390738703,10.166270364723104,42.944145820731904,42.121900927051435,39.9472045209082,NEUTRAL,HOLD
2020-09-19,57.85836777360822,21.360960752214815,66.68547767570712,10.080101795671666,40.431128825632136,41.58997420719155,40.90943581066417,NEUTRAL,HOLD
2020-09-20,56.46990941221647,18.94965531072917,65.27675614456372,9.99119803580051,43.90227468654258,40.62264505428432,38.88646134557553,NEUTRAL,HOLD
2020-09-21,52.411046151891895,19.16497477004872,61.11562450078597,10.001959254883735,36.994217352100065,37.93739806167952,41.83334505590051,NEUTRAL,HOLD
2020-09-22,52.88626694766659,16.581097644326874,61.837807429162616,9.829171966976283,37.38627493984642,37.59171927024531,40.93857005852344,NEUTRAL,HOLD
2020-09-23,50.40367620426706,19.105221521819452,59.21900022402428,10.098495353747388,27.63852583362653,36.019835172964605,41.75943954948451,NEUTRAL,HOLD
2020-09-24,54.78978967220938,19.191701111121606,63.476726184998356,10.011720709704099,36.17306828822503,39.049272351721,43.02112511123377,NEUTRAL,HOLD
2020-09-25,54.23823538674064,25.659169329468345,63.06503008235968,9.844375803342711,38.4661319423548,40.6225385295981,42.121900927051435,NEUTRAL,HOLD
2020-09-26,54.707540078538386,20.66702050744833,63.554331884035385,9.871452942282719,38.31675932488224,39.6022774010613,41.58997420719155,NEUTRAL,HOLD
2020-09-27,54.82607148223914,21.066245228704478,63.709976619132725,9.594824209234448,36.888215250173594,39.58442323207694,40.62264505428432,NEUTRAL,HOLD
2020-09-28,54.51681932118399,16.597835581793664,62.88378315696998,9.45603759610181,34.2133864309676,37.92100560570964,37.93739806167952,NEUTRAL,HOLD
2020-09-29,55.343631567141706,20.546410372343374,64.25981257399108,9.496023943191636,27.366027848128894,38.7526609543182,37.59171927024531,NEUTRAL,HOLD
2020-09-30,54.70358825812674,23.981750240551715,63.659752626724774,9.396050394534994,24.85115705709154,39.03298782781032,36.019835172964605,NEUTRAL,HOLD
2020-10-01,53.241591560602565,17.03435272720845,62.412789288415716,8.964000352060072,11.848490433821297,35.24307260385717,39.049272351721,NEUTRAL,HOLD
2020-10-02,52.8990204111672,20.119680508194243,61.912571009041805,8.974994870799977,16.8681226891821,36.31520195174529,40.6225385295981,NEUTRAL,HOLD
2020-10-03,52.75828790010547,21.517501578048208,61.66205105942163,8.61959212991962,21.41268516847235,36.973479312763196,39.6022774010613,NEUTRAL,HOLD
2020-10-04,53.69436711211088,22.895617017686632,62.68607101170396,8.300943330568298,24.983966568971567,38.112966746878115,39.58442323207694,NEUTRAL,HOLD
2020-10-05,54.57887276014281,20.89989064230739,63.62490315128171,8.215147022178508,41.25347766652523,39.681234938855326,37.92100560570964,NEUTRAL,HOLD
2020-10-06,53.01277810359844,18.781004619589353,62.074035546012674,8.157628583368657,31.804240903829893,37.4179600730677,38.7526609543182,NEUTRAL,HOLD
2020-10-07,53.57265410779536,23.402132875644767,62.57062488754265,7.968179248141018,33.112534246976324,38.94293474067711,39.03298782781032,NEUTRAL,HOLD
2020-10-08,55.551182739428064,26.28206647499361,64.41087456359482,8.010417799320814,37.012449346625765,41.02085395785649,35.24307260385717,NEUTRAL,HOLD
2020-10-09,56.94468450430039,22.802885007401972,65.85686144668941,7.9564881537797,35.69214818597533,40.71818693414297,36.31520195174529,NEUTRAL,HOLD
2020-10-10,58.87695832355531,22.520274087025914,67.71230690088397,7.672887149158009,30.439867741658162,41.030537245539385,36.973479312763196,NEUTRAL,HOLD
2020-10-11,59.45394584759492,21.24691849318027,68.44583382042904,7.386727576205263,28.285145899500876,40.77360386804023,38.112966746878115,NEUTRAL,HOLD
2020-10-12,60.82766157564937,24.72091481578573,69.80482173051288,7.291992805829499,27.517960941942462,42.2350865378125,39.681234938855326,NEUTRAL,HOLD
2020-10-13,59.74121151726097,28.224962920322998,68.77133232853365,7.112417140048125,33.0076139086417,43.10049461283716,37.4179600730677,NEUTRAL,HOLD
2020-10-14,59.467332238627144,24.353903909404874,68.8102817471748,6.689387415501827,32.54530603318817,41.94867071401841,38.94293474067711,NEUTRAL,HOLD
2020-10-15,60.09904070350738,25.225062926573273,69.27640276890489,6.366939018187991,37.351846197262915,42.88148396893099,41.02085395785649,NEUTRAL,HOLD
2020-10-16,58.62293904777479,25.06980780681431,67.74331417485071,6.233307169673937,37.339340711890536,42.0719266476463,40.71818693414297,NEUTRAL,HOLD
2020-10-17,58.78903719734936,24.668188931354887,68.09874371576122,6.061175170612798,28.371819927109712,41.16986540349867,41.030537245539385,NEUTRAL,HOLD
2020-10-18,59.84375018643075,16.600357681607516,69.15720941600546,5.84709477864815,33.063000645291595,40.11802064085858,40.77360386804023,NEUTRAL,HOLD
2020-10-19,61.76344761710225,19.00555421498373,71.27782183687324,5.666790443074898,31.22779341124756,41.50878511383725,42.2350865378125,NEUTRAL,HOLD
2020-10-20,63.1450641347188,25.037239908180897,72.55271359228549,5.661735780478962,28.227189709495264,43.38535127393933,43.10049461283716,NEUTRAL,HOLD
2020-10-21,70.65828313514753,25.94438146236424,80.07146044805489,5.86267769474675,31.996274519799897,47.776901501938305,41.94867071401841,NEUTRAL,HOLD
2020-10-22,70.99208078194151,30.346153368391953,81.22630838440207,5.872380851461329,38.67488030047275,49.87776941132733,42.88148396893099,NEUTRAL,HOLD
2020-10-23,70.30663639973413,27.740638478690972,80.96736852410893,6.712061368894538,42.39839963812885,49.46727341356183,42.0719266476463,NEUTRAL,HOLD
2020-10-24,71.39972331931772,31.75023007028318,82.3996044151789,6.676554061517352,37.21492215891906,50.560370721521394,41.16986540349867,NEUTRAL,HOLD
2020-10-25,70.62262271713473,21.078448117961905,81.6200542898916,6.9767965767184785,34.50808621156931,47.27773781027392,40.11802064085858,NEUTRAL,HOLD
2020-10-26,70.79533393704189,21.30229397973571,81.88470329555858,6.763330861318235,29.287920123942712,46.884405976750216,41.50878511383725,NEUTRAL,HOLD
2020-10-27,75.38714944314371,23.420237153246916,86.80871713029686,6.770754518108007,26.090618574402754,49.4576225824707,43.38535127393933,NEUTRAL,HOLD
2020-10-28,71.85478680770991,24.231726563725076,83.60811339196832,6.859621970306503,25.47683816312818,47.91261747349671,47.776901501938305,NEUTRAL,HOLD
2020-10-29,73.08019943197546,28.308379024748582,84.86996878333542,6.896826701360557,22.26495019432454,49.236167367083404,49.87776941132733,NEUTRAL,HOLD
2020-10-30,73.94484318088088,29.58375269777932,85.59534477558512,7.068723381447188,19.325939389646948,49.69136253000789,49.46727341356183,NEUTRAL,HOLD
2020-10-31,75.39287892917669,30.990811896668735,87.54259054222402,7.7377032108063695,19.03741848283076,50.93848209126903,50.560370721521394,NEUTRAL,HOLD
2020-11-01,74.55182353112183,30.331019710190954,86.97575554848265,7.575753673454852,24.5713824601157,50.93695439361061,47.27773781027392,NEUTRAL,HOLD
2020-11-02,73.00172256181159,22.9766876965961,85.54322689991103,7.820292803196868,21.77563043197486,48.10394103635172,46.884405976750216,NEUTRAL,HOLD
2020-11-03,74.55012951699773,40.58638247901832,89.07576969874975,7.776434669902513,18.44943352463588,53.33819696755282,49.4576225824707,NEUTRAL,HOLD
2020-11-04,75.22337216330654,42.599727395899826,89.92630382573236,7.836604636495998,22.68204083958625,54.64589904254641,47.91261747349671,NEUTRAL,HOLD
